"","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Store_Age"
"3859",11.6,"Low",0.038736838,"Dairy",55.8272,"Small","Tier 2","Supermarket Type1",1454.1072,11
"3860",12.85,"Low",0.098910759,"Frozen Foods",37.6164,"High","Tier 3","Supermarket Type1",308.9312,31
"3861",15,"Low",0.049178998,"Soft Drinks",65.6168,"Small","Tier 2","Supermarket Type1",639.168,16
"3862",11,"Regular",0.057011062,"Fruits and Vegetables",241.9512,"High","Tier 3","Supermarket Type1",2908.2144,31
"3863",5.88,"Low",0.003589104,"Hard Drinks",155.5998,"High","Tier 3","Supermarket Type1",1691.7978,31
"3864",7.825,"Low",0,"Household",253.4698,"Small","Tier 2","Supermarket Type1",6849.0846,11
"3865",12.867061281337,"Regular",0.043690499,"Frozen Foods",60.2194,"Medium","Tier 3","Supermarket Type3",1733.7432,33
"3866",10.695,"Regular",0.10154201,"Breakfast",173.7712,"Medium","Tier 3","Grocery Store",175.7712,20
"3867",13.1423139534884,"Low",0.025164132,"Health and Hygiene",152.6024,"Medium","Tier 3","Supermarket Type3",6072.096,33
"3868",13.6,"Regular",0.119077255,"Dairy",231.23,"High","Tier 3","Supermarket Type1",2330.3,31
"3869",8.06,"Low",0.021497594,"Breakfast",230.3326,"Small","Tier 2","Supermarket Type1",1386.1956,11
"3870",12.3057050092764,"Low",0.025702129,"Canned",262.6226,"Medium","Tier 3","Supermarket Type3",7136.7102,33
"3871",7.105,"Low",0.075000682,"Household",61.0562,"Medium","Tier 3","Grocery Store",296.281,20
"3872",18.6,"Low",0.118419683,"Others",58.3588,"Small","Tier 2","Supermarket Type1",1545.9876,16
"3873",9.5,"Regular",0.035151215,"Fruits and Vegetables",171.8448,"Small","Tier 1","Supermarket Type1",2556.672,21
"3874",16.85,"Low",0.044414056,"Fruits and Vegetables",182.4266,"Small","Tier 1","Supermarket Type1",2028.6926,21
"3875",17.85,"Low",0.052471995,"Snack Foods",123.7072,"Small","Tier 2","Supermarket Type1",2450.144,11
"3876",13.1,"Low",0.020853376,"Dairy",117.4782,"High","Tier 3","Supermarket Type1",1906.8512,31
"3877",11.3,"Low",0.047791878,"Household",180.766,"Medium","Tier 1","Supermarket Type1",5033.448,19
"3878",13.3,"Low",0.02136022,"Baking Goods",120.4124,"Medium","Tier 3","Supermarket Type2",1777.686,9
"3879",15.2,"Regular",0.103988736,"Fruits and Vegetables",177.0054,"Small","Tier 2","Supermarket Type1",3677.2134,16
"3880",20.7,"Regular",0.114581955,"Dairy",94.3436,"Medium","Tier 3","Supermarket Type2",945.436,9
"3881",7.405,"Low",0.02556185,"Canned",89.7146,"Medium","Tier 3","Grocery Store",182.4292,20
"3882",6.15,"Low",0.046459438,"Baking Goods",100.5384,"Medium","Tier 3","Supermarket Type2",1675.1528,9
"3883",11.35,"Regular",0.023322478,"Dairy",182.5608,"Small","Tier 1","Supermarket Type1",3307.6944,21
"3884",19.85,"Low",0.175962247,"Fruits and Vegetables",223.0772,"Small","Tier 2","Supermarket Type1",1779.0176,14
"3885",12.8173442136499,"Low",0.255929096,"Meat",103.3648,"Small","Tier 1","Grocery Store",311.5944,33
"3886",8.18,"Regular",0.082333019,"Frozen Foods",58.1588,"High","Tier 3","Supermarket Type1",343.5528,31
"3887",12.15,"Low",0.021757269,"Breads",165.0184,"Medium","Tier 1","Supermarket Type1",3302.368,19
"3888",6.03,"Low",0.0226994,"Dairy",176.4028,"Small","Tier 2","Supermarket Type1",4250.4672,14
"3889",15.85,"Regular",0.110653377,"Frozen Foods",36.9506,"Small","Tier 2","Supermarket Type1",759.012,11
"3890",18.6,"Low",0.065771529,"Frozen Foods",245.7802,"Medium","Tier 3","Grocery Store",245.6802,20
"3891",12,"Low",0,"Health and Hygiene",262.3278,"Small","Tier 2","Supermarket Type1",1561.9668,11
"3892",17.1,"Low",0,"Household",114.686,"Medium","Tier 3","Supermarket Type2",1358.232,9
"3893",10.5,"Regular",0.024991056,"Fruits and Vegetables",217.9508,"Small","Tier 1","Supermarket Type1",2821.6604,21
"3894",17.5,"Low",0.013658248,"Frozen Foods",256.3304,"Medium","Tier 1","Supermarket Type1",6199.9296,19
"3895",16.1,"Low",0.034278413,"Fruits and Vegetables",255.2356,"High","Tier 3","Supermarket Type1",6867.0612,31
"3896",20.1,"Low",0,"Health and Hygiene",61.3536,"Medium","Tier 3","Grocery Store",183.7608,20
"3897",11.3469362745098,"Low",0.185306514,"Breads",125.6046,"Small","Tier 1","Grocery Store",622.523,33
"3898",7.55,"Regular",0.051794958,"Fruits and Vegetables",122.6072,"Medium","Tier 3","Grocery Store",122.5072,20
"3899",19.25,"Regular",0.027058066,"Meat",194.811,"High","Tier 3","Supermarket Type1",2749.754,31
"3900",19.6,"Regular",0.041740902,"Frozen Foods",49.2376,"Medium","Tier 3","Supermarket Type2",958.752,9
"3901",14.85,"Regular",0.035400659,"Fruits and Vegetables",161.9578,"Medium","Tier 3","Supermarket Type2",1444.1202,9
"3902",14.65,"Regular",0.099535996,"Snack Foods",52.2666,"Medium","Tier 3","Supermarket Type2",615.1992,9
"3903",9.3,"Low",0.175336471,"Snack Foods",107.0964,"Small","Tier 2","Supermarket Type1",1472.7496,11
"3904",13.4260689045936,"Regular",0.143319995,"Dairy",237.5222,"Medium","Tier 3","Supermarket Type3",7170.666,33
"3905",14.5,"Low",0.01950565,"Others",163.921,"Medium","Tier 1","Supermarket Type1",2446.815,19
"3906",8.365,"Low",0.071846495,"Hard Drinks",37.9506,"Small","Tier 1","Supermarket Type1",569.259,21
"3907",12.85,"Regular",0,"Fruits and Vegetables",252.3382,"Small","Tier 1","Supermarket Type1",4794.4258,21
"3908",13.5,"Regular",0.017887238,"Snack Foods",79.496,"Medium","Tier 1","Supermarket Type1",1438.128,19
"3909",7.365,"Low",0.159967845,"Snack Foods",94.712,"Small","Tier 1","Supermarket Type1",1304.968,21
"3910",21.1,"Regular",0.020718655,"Breakfast",130.4994,"Small","Tier 1","Supermarket Type1",2184.4898,21
"3911",13.1423139534884,"Low",0.096592065,"Health and Hygiene",117.4492,"Medium","Tier 3","Supermarket Type3",1621.8888,33
"3912",9.5,"Low",0.074460855,"Snack Foods",253.6724,"Medium","Tier 1","Supermarket Type1",5033.448,19
"3913",12.85,"Low",0.030789914,"Starchy Foods",254.904,"Small","Tier 2","Supermarket Type1",3036.048,11
"3914",14,"Low",0.030216783,"Fruits and Vegetables",216.6192,"Medium","Tier 3","Supermarket Type2",3020.0688,9
"3915",18.35,"Regular",0.094279004,"Fruits and Vegetables",86.3882,"Small","Tier 2","Supermarket Type1",1545.9876,14
"3916",12.9878795546559,"Regular",0.04022593,"Snack Foods",210.9928,"Small","Tier 1","Grocery Store",210.3928,33
"3917",7.155,"Regular",0.168527463,"Breads",33.6874,"Small","Tier 2","Supermarket Type1",1023.3346,16
"3918",5.82,"Regular",0.077304459,"Fruits and Vegetables",257.633,"Small","Tier 2","Supermarket Type1",4613.994,14
"3919",17.75,"Low",0,"Others",108.6912,"Medium","Tier 3","Supermarket Type2",1201.1032,9
"3920",18,"Regular",0.142570104,"Fruits and Vegetables",88.2514,"High","Tier 3","Supermarket Type1",1505.3738,31
"3921",7.06,"Regular",0.043968652,"Starchy Foods",57.6904,"Medium","Tier 1","Supermarket Type1",585.904,19
"3922",15.6,"Low",0.045076878,"Dairy",241.3854,"Small","Tier 2","Supermarket Type1",2900.2248,16
"3923",13.1423139534884,"Low",0.030347404,"Health and Hygiene",192.5162,"Medium","Tier 3","Supermarket Type3",3078.6592,33
"3924",12.3,"Low",0.052492122,"Household",191.053,"Small","Tier 2","Supermarket Type1",3415.554,14
"3925",15,"Regular",0.077999504,"Meat",238.0248,"Small","Tier 2","Supermarket Type1",1896.1984,14
"3926",18.2,"Low",0.012597384,"Snack Foods",141.218,"High","Tier 3","Supermarket Type1",2936.178,31
"3927",20.5,"Low",0.023179181,"Others",154.034,"Medium","Tier 1","Supermarket Type1",2450.144,19
"3928",8.27,"Regular",0.128126825,"Soft Drinks",183.6924,"Medium","Tier 1","Supermarket Type1",1295.6468,19
"3929",12.3057050092764,"Low",0.097410707,"Canned",52.7324,"Medium","Tier 3","Supermarket Type3",2492.7552,33
"3930",8.93,"Low",0.028417272,"Dairy",154.534,"Small","Tier 1","Supermarket Type1",2603.278,21
"3931",6.215,"Regular",0.049902382,"Baking Goods",225.8062,"Small","Tier 2","Supermarket Type1",3159.8868,11
"3932",20.25,"Regular",0.014823358,"Dairy",190.7162,"Small","Tier 2","Supermarket Type1",1154.4972,16
"3933",7.895,"Regular",0.061424738,"Breakfast",57.7588,"Medium","Tier 3","Supermarket Type2",1145.176,9
"3934",19.35,"Regular",0.049594299,"Fruits and Vegetables",77.0644,"High","Tier 3","Supermarket Type1",2278.3676,31
"3935",9.695,"Low",0.113939434,"Health and Hygiene",160.2604,"Small","Tier 1","Supermarket Type1",1901.5248,21
"3936",13.3847364953887,"Low",0.027532258,"Household",185.0608,"Small","Tier 1","Grocery Store",551.2824,33
"3937",8.21,"Low",0.045016894,"Dairy",87.6198,"Small","Tier 2","Supermarket Type1",1133.8574,16
"3938",7.3,"Low",0.086307051,"Frozen Foods",146.8076,"Small","Tier 2","Supermarket Type1",1330.2684,16
"3939",20,"Regular",0.104083376,"Canned",107.4622,"Small","Tier 1","Supermarket Type1",3705.177,21
"3940",7.865,"Low",0.061154604,"Breakfast",165.3526,"Medium","Tier 1","Supermarket Type1",1151.1682,19
"3941",13.4260689045936,"Low",0.184035253,"Dairy",42.2138,"Small","Tier 1","Grocery Store",40.6138,33
"3942",20.35,"Regular",0.024815024,"Fruits and Vegetables",234.0958,"Medium","Tier 3","Grocery Store",467.3916,20
"3943",16,"Regular",0.106918052,"Baking Goods",183.5634,"Medium","Tier 1","Supermarket Type1",4725.8484,19
"3944",18,"Low",0,"Health and Hygiene",158.0604,"Medium","Tier 1","Supermarket Type1",3327.6684,19
"3945",18.7,"Low",0.105104552,"Frozen Foods",121.7072,"Medium","Tier 3","Supermarket Type2",1347.5792,9
"3946",13.2247693817468,"Regular",0.087936752,"Fruits and Vegetables",115.9466,"Medium","Tier 3","Supermarket Type3",4124.631,33
"3947",10.6,"Low",0.056795923,"Dairy",232.8642,"Small","Tier 1","Supermarket Type1",3485.463,21
"3948",5.655,"Low",0.176070535,"Soft Drinks",144.0102,"Small","Tier 2","Supermarket Type1",1749.7224,11
"3949",13.4260689045936,"Low",0.19244045,"Dairy",43.9428,"Small","Tier 1","Grocery Store",131.8284,33
"3950",10.195,"Low",0.051871718,"Breads",35.3558,"Medium","Tier 3","Supermarket Type2",237.6906,9
"3951",8.06,"Low",0.035780177,"Breakfast",230.2326,"Medium","Tier 3","Grocery Store",693.0978,20
"3952",16.35,"Regular",0.104463896,"Fruits and Vegetables",227.1062,"Medium","Tier 3","Grocery Store",225.7062,20
"3953",6.46,"Regular",0.049162885,"Fruits and Vegetables",146.9102,"Small","Tier 1","Supermarket Type1",1895.5326,21
"3954",13.5,"Low",0.072655379,"Household",157.792,"Small","Tier 2","Supermarket Type1",3994.8,14
"3955",16.2,"Low",0.050442528,"Household",190.8162,"Small","Tier 2","Supermarket Type1",2693.8268,16
"3956",19.1,"Low",0.177992139,"Household",173.1422,"Medium","Tier 3","Supermarket Type2",2931.5174,9
"3957",11.4003278688525,"Low",0,"Hard Drinks",188.1872,"Medium","Tier 3","Supermarket Type3",3214.4824,33
"3958",5.48,"Low",0.015131684,"Frozen Foods",83.025,"Medium","Tier 1","Supermarket Type1",1414.825,19
"3959",6.055,"Low",0.031151714,"Fruits and Vegetables",158.7578,"Medium","Tier 1","Supermarket Type1",2085.9514,19
"3960",9.6,"Low",0.024456797,"Health and Hygiene",186.6214,"High","Tier 3","Supermarket Type1",3203.1638,31
"3961",6.135,"Low",0.192540665,"Soft Drinks",160.2236,"Medium","Tier 3","Grocery Store",322.2472,20
"3962",8.43,"Low",0.01732573,"Soft Drinks",197.9768,"Small","Tier 1","Supermarket Type1",1182.4608,21
"3963",8.27,"Regular",0.127821472,"Soft Drinks",185.9924,"High","Tier 3","Supermarket Type1",555.2772,31
"3964",10.195,"Regular",0.012477512,"Meat",197.111,"Medium","Tier 1","Supermarket Type1",785.644,19
"3965",14,"Low",0.028980533,"Health and Hygiene",129.531,"Medium","Tier 3","Supermarket Type2",2077.296,9
"3966",8.01,"Low",0.070356805,"Hard Drinks",36.8532,"Medium","Tier 1","Supermarket Type1",755.0172,19
"3967",16.25,"Low",0.057396092,"Fruits and Vegetables",125.8046,"Small","Tier 1","Supermarket Type1",747.0276,21
"3968",13.35,"Low",0.048017962,"Breads",219.6166,"Small","Tier 2","Supermarket Type1",3483.4656,14
"3969",12.3057050092764,"Regular",0.071806046,"Canned",186.5924,"Medium","Tier 3","Supermarket Type3",5182.5872,33
"3970",17.75,"Low",0.05507343,"Fruits and Vegetables",145.1444,"Small","Tier 1","Supermarket Type1",1886.8772,21
"3971",13.5,"Low",0,"Baking Goods",88.054,"High","Tier 3","Supermarket Type1",1211.756,31
"3972",11.8,"Regular",0,"Meat",102.4674,"Medium","Tier 3","Grocery Store",203.7348,20
"3973",5.78,"Low",0.014577695,"Soft Drinks",147.2102,"Medium","Tier 1","Supermarket Type1",1895.5326,19
"3974",9,"Regular",0,"Breakfast",55.2614,"Medium","Tier 3","Supermarket Type2",552.614,9
"3975",17.75,"Regular",0.156831826,"Dairy",241.0538,"Small","Tier 1","Supermarket Type1",1201.769,21
"3976",8.395,"Low",0,"Snack Foods",98.7042,"High","Tier 3","Supermarket Type1",892.8378,31
"3977",13.2247693817468,"Low",0.057512481,"Fruits and Vegetables",62.5536,"Medium","Tier 3","Supermarket Type3",1592.5936,33
"3978",12.85,"Low",0,"Starchy Foods",253.004,"Medium","Tier 3","Supermarket Type2",3795.06,9
"3979",8.5,"Low",0.098036903,"Canned",51.5324,"Medium","Tier 1","Supermarket Type1",882.8508,19
"3980",14,"Low",0,"Fruits and Vegetables",216.9192,"Small","Tier 2","Supermarket Type1",6471.576,11
"3981",9.3,"Low",0.042377219,"Hard Drinks",123.7388,"Small","Tier 2","Supermarket Type1",1609.9044,16
"3982",15.85,"Low",0.107597879,"Soft Drinks",58.7904,"Small","Tier 1","Supermarket Type1",585.904,21
"3983",10.8,"Low",0.082549896,"Dairy",193.7504,"Small","Tier 1","Supermarket Type1",4602.0096,21
"3984",7.26,"Low",0.02414202,"Meat",117.415,"Medium","Tier 3","Grocery Store",466.06,20
"3985",18.7,"Low",0.057771828,"Dairy",85.3566,"Medium","Tier 3","Supermarket Type2",591.8962,9
"3986",16,"Low",0.057292529,"Dairy",224.3404,"Medium","Tier 3","Supermarket Type2",4500.808,9
"3987",8.895,"Low",0.124610886,"Household",113.1544,"High","Tier 3","Supermarket Type1",4250.4672,31
"3988",11.1,"Low",0.010663189,"Canned",82.3908,"Small","Tier 2","Supermarket Type1",1342.2528,16
"3989",18.85,"Low",0.091237452,"Hard Drinks",128.9336,"Medium","Tier 3","Supermarket Type2",1278.336,9
"3990",7.905,"Low",0.064325351,"Hard Drinks",230.2694,"Medium","Tier 3","Supermarket Type2",3197.1716,9
"3991",14.7,"Low",0.020920179,"Hard Drinks",143.8128,"Small","Tier 1","Supermarket Type1",3020.0688,21
"3992",12.6,"Regular",0.041641933,"Fruits and Vegetables",121.1072,"Small","Tier 2","Supermarket Type1",980.0576,16
"3993",16,"Regular",0.173462841,"Snack Foods",157.6972,"Medium","Tier 3","Supermarket Type2",2960.1468,9
"3994",13.4260689045936,"Low",0.24749009,"Dairy",263.1884,"Small","Tier 1","Grocery Store",529.9768,33
"3995",12.867061281337,"Regular",0.087421738,"Frozen Foods",154.463,"Medium","Tier 3","Supermarket Type3",2972.797,33
"3996",13.35,"Low",0.038744606,"Snack Foods",239.3564,"Small","Tier 2","Supermarket Type1",3098.6332,11
"3997",20.1,"Low",0.124910635,"Dairy",109.6228,"Medium","Tier 3","Grocery Store",110.5228,20
"3998",8.185,"Low",0.046673494,"Fruits and Vegetables",48.4692,"Medium","Tier 3","Supermarket Type2",591.2304,9
"3999",9.195,"Low",0.048134591,"Household",107.7622,"Medium","Tier 1","Supermarket Type1",529.311,19
"4000",19.1,"Low",0.038720852,"Fruits and Vegetables",210.8586,"Medium","Tier 3","Supermarket Type2",6331.758,9
"4001",12.85,"Low",0.12241394,"Snack Foods",42.9428,"Small","Tier 2","Supermarket Type1",703.0848,11
"4002",11.15,"Low",0.032321608,"Health and Hygiene",165.6526,"Small","Tier 2","Supermarket Type1",1315.6208,16
"4003",9.8,"Low",0.026139404,"Snack Foods",216.785,"Small","Tier 2","Supermarket Type1",1947.465,16
"4004",10.195,"Low",0,"Hard Drinks",114.086,"Small","Tier 1","Supermarket Type1",1810.976,21
"4005",13.2247693817468,"Regular",0.144338493,"Fruits and Vegetables",172.108,"Medium","Tier 3","Supermarket Type3",4327.7,33
"4006",12,"Low",0.034166609,"Canned",181.2976,"Small","Tier 2","Supermarket Type1",5070.7328,11
"4007",13.2247693817468,"Regular",0.27321283,"Fruits and Vegetables",240.9538,"Small","Tier 1","Grocery Store",480.7076,33
"4008",16.7,"Regular",0.03858813,"Snack Foods",144.6102,"Medium","Tier 1","Supermarket Type1",3353.6346,19
"4009",17.1,"Low",0.032628111,"Frozen Foods",148.7392,"Small","Tier 1","Supermarket Type1",1640.5312,21
"4010",12.2771082089552,"Low",0.133198355,"Baking Goods",91.083,"Small","Tier 1","Grocery Store",89.883,33
"4011",16.7,"Regular",0.038528228,"Snack Foods",143.9102,"Small","Tier 1","Supermarket Type1",1749.7224,21
"4012",19.35,"Low",0.016705436,"Frozen Foods",120.8098,"Small","Tier 2","Supermarket Type1",3374.2744,11
"4013",19.2,"Low",0.058893461,"Snack Foods",178.9318,"Medium","Tier 3","Grocery Store",180.4318,20
"4014",12.3057050092764,"Regular",0.050256161,"Canned",150.9024,"Medium","Tier 3","Supermarket Type3",4857.6768,33
"4015",18.25,"Low",0.054234197,"Snack Foods",142.0154,"Small","Tier 1","Supermarket Type1",2269.0464,21
"4016",16.75,"Low",0.12961476,"Breads",86.1856,"Small","Tier 2","Supermarket Type1",1406.1696,11
"4017",17.1,"Low",0.054612768,"Frozen Foods",150.2392,"Medium","Tier 3","Grocery Store",596.5568,20
"4018",13,"Regular",0.030150193,"Canned",61.422,"Small","Tier 2","Supermarket Type1",539.298,16
"4019",7.17,"Regular",0.059849153,"Fruits and Vegetables",129.4968,"Small","Tier 2","Supermarket Type1",3392.9168,16
"4020",19.85,"Regular",0.034942397,"Snack Foods",61.9194,"Medium","Tier 3","Grocery Store",123.8388,20
"4021",13.3847364953887,"Low",0.060672263,"Household",119.8782,"Small","Tier 1","Grocery Store",238.3564,33
"4022",4.615,"Regular",0.102038294,"Canned",231.93,"Small","Tier 2","Supermarket Type1",2563.33,16
"4023",7.63,"Regular",0.135258515,"Snack Foods",47.2402,"Medium","Tier 3","Supermarket Type2",918.804,9
"4024",8.39,"Low",0.120396991,"Household",163.4868,"High","Tier 3","Supermarket Type1",4586.0304,31
"4025",5.175,"Low",0.030527166,"Health and Hygiene",33.5874,"Small","Tier 2","Supermarket Type1",635.1732,11
"4026",16,"Low",0.099053537,"Household",212.6902,"High","Tier 3","Supermarket Type1",637.1706,31
"4027",12.9878795546559,"Low",0.134564284,"Snack Foods",159.8236,"Small","Tier 1","Grocery Store",322.2472,33
"4028",13.4260689045936,"Low",0.030288215,"Dairy",256.7672,"Medium","Tier 3","Supermarket Type3",4346.3424,33
"4029",13.4260689045936,"Regular",0.073562475,"Dairy",217.6482,"Medium","Tier 3","Supermarket Type3",3285.723,33
"4030",9.5,"Regular",0.048883854,"Starchy Foods",185.7898,"Medium","Tier 3","Supermarket Type2",2619.2572,9
"4031",10.895,"Low",0.035893143,"Fruits and Vegetables",131.3284,"Medium","Tier 3","Supermarket Type2",1318.284,9
"4032",12.8173442136499,"Regular",0.014998914,"Meat",72.4038,"Small","Tier 1","Grocery Store",221.7114,33
"4033",17.2,"Regular",0.012012071,"Canned",163.1184,"Small","Tier 1","Supermarket Type1",4623.3152,21
"4034",19.85,"Low",0.045855273,"Fruits and Vegetables",127.102,"Medium","Tier 3","Supermarket Type2",1771.028,9
"4035",6.385,"Low",0.14032811,"Hard Drinks",109.1596,"Medium","Tier 3","Grocery Store",107.8596,20
"4036",11.65,"Low",0.019402371,"Hard Drinks",38.7164,"Medium","Tier 1","Supermarket Type1",579.246,19
"4037",12.85,"Low",0,"Snack Foods",155.463,"Small","Tier 2","Supermarket Type1",4068.038,14
"4038",17.7,"Regular",0.042716709,"Frozen Foods",163.221,"Small","Tier 2","Supermarket Type1",1794.331,11
"4039",9.1,"Regular",0.081794766,"Breads",173.6054,"Medium","Tier 1","Supermarket Type1",700.4216,19
"4040",15.5,"Regular",0.125942816,"Fruits and Vegetables",176.0028,"Small","Tier 2","Supermarket Type1",1239.7196,16
"4041",16.35,"Low",0,"Household",127.902,"Small","Tier 2","Supermarket Type1",2150.534,11
"4042",10.695,"Regular",0.011472001,"Snack Foods",75.2038,"Medium","Tier 3","Supermarket Type2",517.3266,9
"4043",16.6,"Low",0.103146658,"Fruits and Vegetables",117.2466,"Medium","Tier 1","Supermarket Type1",2239.0854,19
"4044",13.6907307692308,"Regular",0.012327847,"Starchy Foods",173.8738,"Small","Tier 1","Grocery Store",347.5476,33
"4045",13.15,"Regular",0.166032929,"Fruits and Vegetables",170.8764,"Medium","Tier 3","Supermarket Type2",2233.0932,9
"4046",11.5,"Regular",0.04224015,"Frozen Foods",194.982,"Small","Tier 2","Supermarket Type1",3089.312,11
"4047",13.3847364953887,"Low",0.072317217,"Household",160.792,"Medium","Tier 3","Supermarket Type3",3675.216,33
"4048",12.2771082089552,"Regular",0.139484292,"Baking Goods",94.312,"Medium","Tier 3","Supermarket Type3",2516.724,33
"4049",5.63,"Regular",0.024536636,"Meat",106.1306,"Small","Tier 2","Supermarket Type1",2090.612,14
"4050",19.2,"Regular",0.085296625,"Canned",153.4314,"Medium","Tier 3","Supermarket Type2",1861.5768,9
"4051",12.8173442136499,"Low",0.080649685,"Meat",189.9846,"Medium","Tier 3","Supermarket Type3",6114.7072,33
"4052",6.695,"Low",0,"Frozen Foods",219.4456,"Small","Tier 1","Supermarket Type1",3094.6384,21
"4053",15.75,"Low",0.054930533,"Baking Goods",194.4452,"Small","Tier 1","Supermarket Type1",5089.3752,21
"4054",12.5,"Low",0.031097948,"Fruits and Vegetables",103.899,"Medium","Tier 1","Supermarket Type1",1960.781,19
"4055",21.25,"Low",0.016735879,"Meat",185.2608,"Medium","Tier 3","Grocery Store",183.7608,20
"4056",13.3847364953887,"Low",0.134418705,"Household",99.67,"Medium","Tier 3","Supermarket Type3",2596.62,33
"4057",18.85,"Low",0.168266556,"Household",195.5136,"Medium","Tier 3","Supermarket Type2",1749.7224,9
"4058",20.1,"Low",0.034646067,"Household",120.6782,"Small","Tier 2","Supermarket Type1",1310.9602,14
"4059",11.395,"Low",0.021639678,"Health and Hygiene",150.1708,"Medium","Tier 1","Supermarket Type1",2708.4744,19
"4060",9.3,"Low",0.11144608,"Breads",64.6826,"Small","Tier 2","Supermarket Type1",1097.9042,16
"4061",13.3847364953887,"Low",0.013956116,"Household",222.3746,"Medium","Tier 3","Supermarket Type3",5609.365,33
"4062",12.8,"Low",0.152377658,"Others",108.1938,"Medium","Tier 3","Grocery Store",428.7752,20
"4063",6.8,"Low",0.037465846,"Baking Goods",47.5034,"High","Tier 3","Supermarket Type1",534.6374,31
"4064",13.1423139534884,"Low",0.020876485,"Health and Hygiene",133.7942,"Medium","Tier 3","Supermarket Type3",1722.4246,33
"4065",15,"Regular",0.0268952,"Baking Goods",220.3456,"Small","Tier 2","Supermarket Type1",1989.4104,16
"4066",19.85,"Regular",0.081916124,"Breads",167.6816,"Small","Tier 2","Supermarket Type1",1845.5976,11
"4067",7.85,"Low",0.163233667,"Hard Drinks",144.6444,"Medium","Tier 1","Supermarket Type1",2467.4548,19
"4068",20.2,"Regular",0.121748174,"Snack Foods",96.9752,"Medium","Tier 3","Supermarket Type2",1725.7536,9
"4069",11.85,"Low",0.132939639,"Dairy",98.0726,"Small","Tier 2","Supermarket Type1",1761.7068,16
"4070",6.135,"Regular",0.079327367,"Baking Goods",152.8366,"Small","Tier 1","Supermarket Type1",2871.5954,21
"4071",9,"Low",0.065194971,"Snack Foods",177.737,"High","Tier 3","Supermarket Type1",2117.244,31
"4072",17.5,"Low",0.026248606,"Snack Foods",255.1356,"Medium","Tier 3","Supermarket Type2",3815.034,9
"4073",12.15,"Low",0.131921819,"Frozen Foods",246.346,"Small","Tier 2","Supermarket Type1",739.038,11
"4074",11,"Regular",0,"Frozen Foods",155.263,"Medium","Tier 1","Supermarket Type1",625.852,19
"4075",17.5,"Low",0.026865809,"Frozen Foods",261.691,"Small","Tier 2","Supermarket Type1",4207.856,14
"4076",13.2247693817468,"Regular",0.046544984,"Fruits and Vegetables",172.0422,"Medium","Tier 3","Supermarket Type3",4828.3816,33
"4077",13.4260689045936,"Low",0.092241348,"Dairy",75.867,"Medium","Tier 3","Supermarket Type3",2450.144,33
"4078",17.5,"Low",0.052740763,"Snack Foods",103.799,"Small","Tier 2","Supermarket Type1",1135.189,11
"4079",12.9878795546559,"Low",0,"Snack Foods",119.8124,"Medium","Tier 3","Supermarket Type3",1659.1736,33
"4080",10.6,"Low",0.056748659,"Dairy",233.6642,"High","Tier 3","Supermarket Type1",3950.1914,31
"4081",7.145,"Low",0.017822936,"Frozen Foods",161.3578,"Small","Tier 2","Supermarket Type1",1123.2046,16
"4082",12.3057050092764,"Low",0.017659068,"Canned",175.9686,"Medium","Tier 3","Supermarket Type3",5866.3638,33
"4083",20.7,"Regular",0.07929647,"Baking Goods",97.2042,"Small","Tier 1","Supermarket Type1",1686.4714,21
"4084",13.6907307692308,"Regular",0.007006883,"Starchy Foods",173.5738,"Medium","Tier 3","Supermarket Type3",1216.4166,33
"4085",17.5,"Low",0.026195131,"Snack Foods",252.6356,"Small","Tier 2","Supermarket Type1",2543.356,16
"4086",17.7,"Regular",0.042542484,"Frozen Foods",161.921,"Medium","Tier 1","Supermarket Type1",2120.573,19
"4087",8.6,"Regular",0.054474158,"Breads",131.031,"Small","Tier 2","Supermarket Type1",1038.648,14
"4088",9.5,"Regular",0,"Frozen Foods",228.4668,"Medium","Tier 1","Supermarket Type1",3916.2356,19
"4089",17.7,"Regular",0.122372504,"Meat",101.5674,"Medium","Tier 3","Supermarket Type2",1629.8784,9
"4090",12.3,"Low",0.037148619,"Snack Foods",116.8834,"Small","Tier 2","Supermarket Type1",2649.2182,11
"4091",6.26,"Low",0.052593952,"Household",111.0228,"Medium","Tier 3","Grocery Store",221.0456,20
"4092",17.7,"Low",0.012593467,"Household",167.6474,"Medium","Tier 3","Supermarket Type2",3874.2902,9
"4093",18.25,"Low",0.012325122,"Fruits and Vegetables",162.8894,"Medium","Tier 3","Supermarket Type2",647.1576,9
"4094",5.8,"Low",0.131489269,"Dairy",89.7172,"Medium","Tier 3","Supermarket Type2",1605.9096,9
"4095",14.5,"Regular",0.064224789,"Breads",262.7594,"Small","Tier 2","Supermarket Type1",7064.8038,11
"4096",18.25,"Low",0.060589424,"Starchy Foods",162.5526,"Small","Tier 2","Supermarket Type1",986.7156,11
"4097",12.85,"Low",0.022649893,"Fruits and Vegetables",179.3318,"Small","Tier 2","Supermarket Type1",1263.0226,16
"4098",17.1,"Low",0.128390273,"Fruits and Vegetables",111.9886,"Small","Tier 2","Supermarket Type1",1445.4518,14
"4099",7.575,"Low",0.055476238,"Dairy",196.8768,"Medium","Tier 1","Supermarket Type1",1182.4608,19
